1014,NULL,"Cancun, Mexico (CUN) "," 6:40 AM","Mexico City, Mexico (MEX)"," 8:15 AM",Aircraft: Boeing 737,Stop: 0,66,1,1,Sun 11/15/2020,Sun 11/15/2020,0BC49901-6687-485F-B025-8FBDF6E4F77B
1015,NULL,"Atlanta, GA (ATL) "," 4:33 PM","Cancun, Mexico (CUN)"," 7:00 PM",Aircraft: Boeing 757,Stop: 0,66,0,1,Sun 11/01/2020,Sun 11/01/2020,0BC49901-6687-485F-B025-8FBDF6E4F77B
1016,NULL,"Detroit, MI (DTW) "," 9:25 AM","Atlanta, GA (ATL)"," 11:24 AM",Aircraft: Boeing 737-900,Stop: 0,66,0,1,Sun 11/01/2020,Sun 11/01/2020,0BC49901-6687-485F-B025-8FBDF6E4F77B
1017,NULL,"Mexico City, Mexico (MEX) "," 1:55 PM","Detroit, MI (DTW)"," 7:07 PM",Aircraft: Boeing 757,Stop: 0,66,1,1,Sun 11/15/2020,Sun 11/15/2020,A679C865-2DE8-4897-B11A-C21D60310E3C
1018,NULL,"Cancun, Mexico (CUN) "," 7:40 AM","Mexico City, Mexico (MEX)"," 9:10 AM",Aircraft: Boeing 737,Stop: 0,66,1,1,Sun 11/15/2020,Sun 11/15/2020,A679C865-2DE8-4897-B11A-C21D60310E3C
1019,NULL,"Atlanta, GA (ATL) "," 4:33 PM","Cancun, Mexico (CUN)"," 7:00 PM",Aircraft: Boeing 757,Stop: 0,66,0,1,Sun 11/01/2020,Sun 11/01/2020,A679C865-2DE8-4897-B11A-C21D60310E3C
1020,NULL,"Detroit, MI (DTW) "," 9:25 AM","Atlanta, GA (ATL)"," 11:24 AM",Aircraft: Boeing 737-900,Stop: 0,66,0,1,Sun 11/01/2020,Sun 11/01/2020,A679C865-2DE8-4897-B11A-C21D60310E3C
1021,NULL,"Mexico City, Mexico (MEX) "," 1:55 PM","Detroit, MI (DTW)"," 7:07 PM",Aircraft: Boeing 757,Stop: 0,66,1,1,Sun 11/15/2020,Sun 11/15/2020,DE492BA2-4D52-49FD-ACED-A1819A0FE9B1
1022,NULL,"Cancun, Mexico (CUN) "," 10:20 AM","Mexico City, Mexico (MEX)"," 11:40 AM",Aircraft: Embraer 190,Stop: 0,66,1,1,Sun 11/15/2020,Sun 11/15/2020,DE492BA2-4D52-49FD-ACED-A1819A0FE9B1
1023,NULL,"Atlanta, GA (ATL) "," 4:33 PM","Cancun, Mexico (CUN)"," 7:00 PM",Aircraft: Boeing 757,Stop: 0,66,0,1,Sun 11/01/2020,Sun 11/01/2020,DE492BA2-4D52-49FD-ACED-A1819A0FE9B1
1024,NULL,"Mexico City, Mexico (MEX) "," 1:55 PM","Detroit, MI (DTW)"," 7:07 PM",Aircraft: Boeing 757,Stop: 0,66,1,1,Sun 11/15/2020,Sun 11/15/2020,C2C8E60C-17A2-4601-B4BD-9562E971428E
1025,NULL,"Cancun, Mexico (CUN) "," 3:16 PM","Detroit, MI (DTW)"," 6:57 PM",Aircraft: Boeing 737-800,Stop: 0,66,1,1,Sun 11/15/2020,Sun 11/15/2020,FE790585-2624-4784-A841-1D5D9DBED365
